95.220.85.173 - - [29/Jun/2018:01:46:12 +0300] "GET / HTTP/1.0" 200 15400 "http://yandex.ru/yandsearch?text=https://yandex.ru/clck/jsredir%3Ffrom%3Dyandex.ru%253Bsearch%253Bweb%253B%253B%26text%3D%26etext%3D1833.YEiP7nqjWYYzpGnY3iQbZIzMj_fVbKrY5e8Z6QIegP3vuX1HYvtWsjsXxs0ngJXJ.e3b76c6d03091296a93e1ef145af1fef60dab9c0%26uuid%3D%26state%3D_BLhILn4SxNIvvL0W45KSic66uCIg23qh8iRG98qeIXmeppkgUc0YD4hgzqAYr5iuWBiLZQy-rY%26data%3DUlNrNmk5WktYejY4cHFySjRXSWhXS0w0V3NTTDdpb29ld05tZURWNkhQcERxYWNVR3pBYVNpWGd5NjUzNXRLZHI1Y1RkRzhGUnJqYU41MVZOeGpuZGZTa3g0WlJxQ2JqZFFXcEhWMHJfcXM%26b64e%3D2%26sign%3Da6c8cc9c19b40be8b583ad65b8ea6789%26keyno%3D0%26cst%3DAiuY0DBWFJ7IXge4WdYJQYuwSQLovbTTaJhLy0DEXRBUucOncW2R4eHHMXCEqtRhasujSHOaVCF6F0LyQ5iPYgmILmnu67vECcGhI20X3fvBPHxrbBPtTT7T-MxokqjBq9eMHlk0fAyPldBskUVk8gzB_qlc9ks3%26ref%3DorjY4mGPRjk5boDnW0uvlrrd71vZw9kp5uQozpMtKCWQWxj6qvocP_BmW4hxtR1VMl103LnHTVBDu6Pk6ijwOK-1cxa6KOkFtte9hsNRvJo7M-ftS0_5DqpNfywLHzL4%26l10n%3Dru%26cts%3D1530221907113%26mc%3D4.9497913886&lr=213" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; MASMJS)"
37.204.211.31 - - [29/Jun/2018:01:46:14 +0300] "GET /css/style.css HTTP/1.1" 200 4803 "https://www.remontservo.ru/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; MASMJS)"
46.188.32.27 - - [29/Jun/2018:01:46:14 +0300] "GET /js/jquery-3.2.1.js HTTP/1.1" 200 79111 "https://www.remontservo.ru/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; MASMJS)"
37.110.5.255 - - [29/Jun/2018:01:46:14 +0300] "GET /js/bootstrap.js HTTP/1.1" 200 14351 "https://www.remontservo.ru/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; MASMJS)"
128.72.107.149 - - [29/Jun/2018:01:46:15 +0300] "GET /fonts/glyphicons-halflings-regular.eot HTTP/1.0" 200 20127 "https://www.remontservo.ru/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; MASMJS)"
54.36.150.134 - - [29/Jun/2018:01:59:58 +0300] "GET /robots.txt HTTP/1.1" 301 189 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
54.36.150.134 - - [29/Jun/2018:01:59:59 +0300] "GET /robots.txt HTTP/1.0" 200 94 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
54.36.148.232 - - [29/Jun/2018:01:59:59 +0300] "GET / HTTP/1.1" 301 189 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
188.138.133.132 - - [29/Jun/2018:02:04:48 +0300] "GET /?&yclid=3623010566763461159 HTTP/1.0" 200 15400 "http://mp3party.net/music/8471517" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J320H Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
188.138.133.132 - - [29/Jun/2018:02:04:49 +0300] "GET /?&yclid=3623010715334097391 HTTP/1.0" 200 15400 "http://mp3party.net/music/8471517" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J320H Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
188.138.133.132 - - [29/Jun/2018:02:04:49 +0300] "GET /css/style.css HTTP/2.0" 200 4790 "https://www.remontservo.ru/?&yclid=3623010566763461159" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J320H Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
